PUBLIC_RECORD_ID,FACULTY,DEGREE_PROGRAM,CURRICULUM_YEAR,GENDER,AGE,MARITAL_STATUS,ETHNICITY,DISABILITY,INSTITUTION_TYPE,NATIONALITY_COUNTRY,TRANSFER_STUDENT_FLAG,PAYMENT_PLAN,ONLINE_ADMISSION_TYPE,PAYMENT_DEFERRAL_TYPE,SCHOLARSHIP_NAME,TARGET_RISK,REGION
9599,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,25,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9600,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,21,Single,Mestizo,No,Semi-Public Institution,Ecuadorian,No,Yes,Full Degree Program,0.0,No Scholarship,1,Coastal Region
9601,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,39,Cohabiting,Afro-descendant,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,60.0,No Scholarship,1,Highlands Region
9602,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,25,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
9603,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,31,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
9604,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,25,Single,Afro-descendant,No,Semi-Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9605,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,23,Single,Afro-descendant,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
9606,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Male,24,Single,Mestizo,No,Municipal,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Others/Abroad
9607,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,22,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
9608,Online Undergraduate Faculty,Economics - Online,2020,Male,21,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9609,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,22,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
9610,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Male,23,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
9611,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,23,Single,Afro-descendant,No,Semi-Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9612,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,37,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9613,Online Undergraduate Faculty,Human Talent Management - Online,2020,Female,27,Single,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Highlands Region
9614,Online Undergraduate Faculty,Commerce - Online,2020,Female,31,Single,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Others/Abroad
9615,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,31,Single,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Highlands Region
9616,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Male,38,Single,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Others/Abroad
9617,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,45,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9618,Online Undergraduate Faculty,Business Administration - Online,2020,Male,31,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9619,Online Undergraduate Faculty,Business Administration - Online,2020,Female,47,Divorced,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9620,Online Undergraduate Faculty,Human Talent Management - Online,2020,Female,36,Married,Mestizo,No,Particular,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9621,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Male,37,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Highlands Region
9622,Online Undergraduate Faculty,Business Administration - Online,2020,Female,30,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Others/Abroad
9623,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,33,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Others/Abroad
9624,Online Undergraduate Faculty,Human Talent Management - Online,2020,Male,32,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9625,Online Undergraduate Faculty,Commerce - Online,2020,Female,39,Married,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Others/Abroad
9626,Online Undergraduate Faculty,Communication - Advertising Strategy Track - Online,2020,Male,26,Married,Mestizo,No,Particular,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Others/Abroad
9627,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,32,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9628,Online Undergraduate Faculty,Business Administration - Online,2020,Male,31,Single,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Others/Abroad
9629,Online Undergraduate Faculty,International Business - Online,2020,Female,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Others/Abroad
9630,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,50,Married,Mestizo,No,Particular,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Coastal Region
9631,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,51,Widowed,Mestizo,No,Particular,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Coastal Region
9632,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,46,Domestic Partnership,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Highlands Region
9633,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,32,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9634,Online Undergraduate Faculty,Commerce - Online,2020,Male,33,Single,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Others/Abroad
9635,Online Undergraduate Faculty,Intelligent Systems - Online,2024,Male,37,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Others/Abroad
9636,Online Undergraduate Faculty,Commerce - Online,2020,Male,41,Domestic Partnership,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Others/Abroad
9637,Online Undergraduate Faculty,Social Work - Online,2024,Female,35,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Others/Abroad
9638,Online Undergraduate Faculty,Business Administration - Online,2020,Female,27,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9639,Online Undergraduate Faculty,Business Administration - Online,2020,Female,43,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Others/Abroad
9640,Online Undergraduate Faculty,Human Talent Management - Online,2020,Female,42,Divorced,Mestizo,No,Particular,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Coastal Region
9641,Online Undergraduate Faculty,Intelligent Systems - Online,2024,Male,37,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,26.0,No Scholarship,1,Coastal Region
9642,Online Undergraduate Faculty,Business Administration - Online,2020,Female,45,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Others/Abroad
9643,Online Undergraduate Faculty,Intelligent Systems - Online,2024,Male,40,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,26.0,No Scholarship,1,Others/Abroad
9644,Online Undergraduate Faculty,Business Administration - Online,2020,Male,32,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9645,Online Undergraduate Faculty,Business Administration - Online,2020,Male,43,Single,White,No,Particular,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9646,Online Undergraduate Faculty,Business Administration - Online,2020,Male,46,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9647,Online Undergraduate Faculty,Commerce - Online,2020,Male,27,Single,Mestizo,No,Semi-Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Others/Abroad
9648,Online Undergraduate Faculty,Commerce - Online,2020,Male,35,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9649,Online Undergraduate Faculty,Human Talent Management - Online,2020,Male,44,Divorced,Mestizo,No,Particular,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9650,Online Undergraduate Faculty,Social Work - Online,2024,Female,31,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Amazon Region
9651,Online Undergraduate Faculty,Business Administration - Online,2020,Male,38,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9652,Online Undergraduate Faculty,Human Talent Management - Online,2020,Male,41,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9653,Online Undergraduate Faculty,Business Administration - Online,2020,Male,37,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Others/Abroad
9654,Online Undergraduate Faculty,Intelligent Systems - Online,2024,Male,43,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,26.0,No Scholarship,1,Coastal Region
9655,Online Undergraduate Faculty,Business Administration - Online,2020,Female,37,Single,Montubio,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Others/Abroad
9656,Online Undergraduate Faculty,International Business - Online,2020,Female,26,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9657,Online Undergraduate Faculty,Business Administration - Online,2020,Male,33,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Others/Abroad
9658,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,31,Married,Indigenous,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9659,Online Undergraduate Faculty,Business Administration - Online,2020,Female,57,Single,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Others/Abroad
9660,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,19,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9661,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Female,20,Single,Mestizo,No,Semi-Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9662,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,24,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9663,Online Undergraduate Faculty,Tourism - Online,2020,Female,21,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Others/Abroad
9664,Online Undergraduate Faculty,Education Sciences - Online,2020,Male,24,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
9665,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,23,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
9666,Online Undergraduate Faculty,Economics - Online,2020,Male,2024,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9667,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,38,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9668,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,42,Divorced,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9669,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,41,Married,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9670,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Female,33,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9671,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,26,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Highlands Region
9672,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,22,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9673,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Male,23,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9674,Online Undergraduate Faculty,International Business - Online,2020,Female,19,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9675,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,38,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9676,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,45,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
9677,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,35,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9678,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,20,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
9679,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,20,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9680,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,22,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9681,Online Undergraduate Faculty,Communication - Public Relations Track - Online,2020,Female,21,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9682,Online Undergraduate Faculty,International Business - Online,2020,Female,19,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9683,Online Undergraduate Faculty,International Business - Online,2020,Male,23,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9684,Online Undergraduate Faculty,International Business - Online,2020,Male,23,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9685,Online Undergraduate Faculty,Education Sciences - Online,2020,Male,29,Married,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9686,Online Undergraduate Faculty,Business Administration - Online,2020,Male,22,Single,Afro-descendant,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
9687,Online Undergraduate Faculty,Human Talent Management - Online,2020,Female,26,Single,White,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Others/Abroad
9688,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,21,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Others/Abroad
9689,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Male,29,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,60.0,No Scholarship,1,Coastal Region
9690,Online Undergraduate Faculty,Business Administration - Online,2020,Female,23,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Others/Abroad
9691,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Female,59,Married,Mestizo,No,Semi-Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Others/Abroad
9692,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,23,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,44.0,No Scholarship,1,Others/Abroad
9693,Online Undergraduate Faculty,Economics - Online,2020,Male,26,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
9694,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,24,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
9695,Online Undergraduate Faculty,Business Administration - Online,2020,Male,20,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9696,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,38,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Highlands Region
9697,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,37,Married,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9698,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,37,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9699,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,31,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
9700,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Female,24,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9701,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,24,Married,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
9702,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,26,Married,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9703,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Female,20,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9704,Online Undergraduate Faculty,Business Administration - Online,2020,Female,31,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9705,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,24,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9706,Online Undergraduate Faculty,Economics - Online,2020,Male,21,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Coastal Region
9707,Online Undergraduate Faculty,Economics - Online,2020,Female,20,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Others/Abroad
9708,Online Undergraduate Faculty,Intelligent Systems - Online,2024,Male,22,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
9709,Online Undergraduate Faculty,Human Talent Management - Online,2020,Male,25,Married,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9710,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,24,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,46.0,No Scholarship,1,Coastal Region
9711,Online Undergraduate Faculty,Business Administration - Online,2020,Female,23,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
9712,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,44,Widowed,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,60.0,No Scholarship,1,Highlands Region
9713,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,26,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
9714,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,49,Divorced,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,No Scholarship,1,Highlands Region
9715,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,28,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9716,Online Undergraduate Faculty,Economics - Online,2020,Male,29,Single,Mestizo,No,Particular,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Others/Abroad
9717,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,37,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Highlands Region
9718,Online Undergraduate Faculty,Business Administration - Online,2020,Female,33,Married,Montubio,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Others/Abroad
9719,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,40,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Highlands Region
9720,Online Undergraduate Faculty,Business Administration - Online,2020,Female,42,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9721,Online Undergraduate Faculty,Business Administration - Online,2020,Female,53,Divorced,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Coastal Region
9722,Online Undergraduate Faculty,Business Administration - Online,2020,Male,34,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Others/Abroad
9723,Online Undergraduate Faculty,Education Sciences - Online,2020,Male,44,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Highlands Region
9724,Online Undergraduate Faculty,Business Administration - Online,2020,Female,29,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9725,Online Undergraduate Faculty,Education Sciences - Online,2020,Male,28,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,ARGOS Open Public Admission,24.0,No Scholarship,1,Amazon Region
9726,Online Undergraduate Faculty,Human Talent Management - Online,2020,Female,34,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Others/Abroad
9727,Online Undergraduate Faculty,International Business - Online,2020,Male,32,Single,White,No,Semi-Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9728,Online Undergraduate Faculty,Business Administration - Online,2020,Male,26,Single,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Coastal Region
9729,Online Undergraduate Faculty,Business Administration - Online,2020,Male,33,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Highlands Region
9730,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Male,39,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Highlands Region
9731,Online Undergraduate Faculty,Intelligent Systems - Online,2024,Male,42,Married,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Highlands Region
9732,Online Undergraduate Faculty,Commerce - Online,2020,Male,43,Married,Mestizo,No,Particular,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Others/Abroad
9733,Online Undergraduate Faculty,Business Administration - Online,2020,Female,34,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,No Scholarship,1,Coastal Region
9734,Online Undergraduate Faculty,Commerce - Online,2020,Male,32,Divorced,Mestizo,No,Particular,Ecuadorian,No,Yes,Validation Pathway,24.0,No Scholarship,1,Coastal Region
9735,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,38,Married,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,0.0,No Scholarship,1,Coastal Region
9736,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,24,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,0.0,No Scholarship,1,Others/Abroad
9737,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,19,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
9738,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Male,33,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
9739,Online Undergraduate Faculty,Education Sciences - Online,2020,Male,32,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9740,Online Undergraduate Faculty,Business Administration - Online,2020,Female,25,Single,Indigenous,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Highlands Region
9741,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,27,Single,Mestizo,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
9742,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Female,25,Married,White,No,Public Institution,Ecuadorian,No,Yes,Full Degree Program,48.0,No Scholarship,1,Coastal Region
